"통계분류","항목","단위","2016 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"100만원 미만","전시관","",".1","0","",".1","",".1",
"100만원 미만","테마파크","",".4","0","",".1",".1","",
"100만원 미만","사회복지관","",".3","1.6","1.1",".6",".4","1.7",
"100만원 미만","해수욕장","",".1","0",".2",".2",".2","",
"100만원 미만","미술관","","0",".1",".3","0","",".6",
"100만원 미만","문예회관","","0","0",".5",".1",".2","",
"100만원 미만","리조트","","0","0","","","","",
"100만원 미만","복합 체육관","",".2",".1","",".1",".1",".1",
"100만원 미만","오락장","",".1","0","",".2","","",
"100만원 미만","복합문화거리","",".2","0",".1",".3",".2","",
"100만원 미만","문화의 집","",".2",".1","0","","","",
"100만원 미만","평생 학습관","",".1",".2",".3","","","",
"100만원 미만","클럽","",".1",".1","",".2","",".2",
"100만원 미만","식물원","","0","0","","","",".2",
"100만원 미만","기념관","","0","0",".2",".1","","",
"100만원 미만","여성회관","",".7",".4","1.1","","","",
"100만원 미만","만화방","","0","0","","0","",".2",
"100만원 미만","농어촌 복합 체육시설","","0",".1","",".1",".1","",
"100만원 미만","동물원","",".1","0","","","","",
"100만원 미만","청소년수련관","","0","0","",".1","","",
"100만원 미만","지방문화원","","0","0","","","","",
"100만원 미만","수족관","","0","0","","","",".1",
"100만원 미만","경마/경정/경륜장","","0","0","","","","",
"100만원 미만","농산어촌체험장","","0",".2",".1",".1","","",
"100만원 미만","스키장","","0","0","",".1","","",
"100만원 미만","빙상경기장","","0","0","","","","",
"100만원 미만","커피숍","","1.1","1.9","","","","",
"100~200만원","표본수","","1075","1007","929","923","1012","824",
"100~200만원","아파트 내 (집주변) 공터","","16.9","11.1","16.8","18.7","23.3","20.6",
"100~200만원","카페","","","0","2.4","3","4.9","4.8",
"100~200만원","식당","","5.7","8.4","6.8","10.6","7.4","10.2",
"100~200만원","생활권 공원","","9.9","11.5","7.6","11.7","14.3","7.8",
"100~200만원","대형마트","","3","2.7","6.7","3.9","4.6","4",
"100~200만원","영화관","",".7","2.4","4.3","1.3",".8","1",
"100~200만원","헬스클럽","","1.2",".9","1.9","1.2",".9","1.8",
"100~200만원","재래시장","","5.6","8.2","5.6","6","8.3","8.8",
"100~200만원","쇼핑몰","","1.2",".7","1.3",".8","1",".8",
"100~200만원","산","","5","5.7","2.6","4","4.3","2.4",
"100~200만원","기타 실내공간","","2.6","1.3",".7","3.1","3.3","1.8",
"100~200만원","마을회관","","8.9","6.7","6.8","6.7","2.5","7.8",
"100~200만원","목욕탕","","4.8","3.3","4.9","4","2.3","3",
"100~200만원","종교시설","","4","6.4","4","3.8","1.7","4.3",
"100~200만원","도서관","","0","0",".5",".2",".4",".7",
"100~200만원","학교시설","",".4",".7",".6",".2",".2",".4",
"100~200만원","PC방","",".3",".5",".7",".6",".8",".5",
"100~200만원","미용관리실","",".7",".7","1.1",".1",".7","1.4",
"100~200만원","캠핑장","","0",".2","",".3",".5","",
"100~200만원","기타실내체육시설","","","0","1.4",".5","1.1",".5",
"100~200만원","골프장","","0",".1",".2","",".3",".3",
"100~200만원","주민자치센터","","2.2","3","2","1.2",".6","1.6",
"100~200만원","주제공원","",".5",".6",".7","1.6","1.3",".9",
"100~200만원","노인복지회관","","4.8","6.4","2.2","1.4","1.3","2.4",
"100~200만원","수영장","","1.1","2.2",".8","1.1",".5",".9",
"100~200만원","대형서점","","0",".1",".9","",".3","",
"100~200만원","학교운동장","","1.4","1.3",".7",".9",".9","1.1",
"100~200만원","국민체육센터","","1.9",".7","1.3",".7",".2",".5",
"100~200만원","찜질방","","1.3","1.9","1.3",".5",".3","1.3",
"100~200만원","생활문화센터","","1.1","1.2",".5",".4",".1",".6",
"100~200만원","공연장","",".3",".4",".5","",".2",".4",
"100~200만원","골프연습장","",".3","0","",".1",".3",".2",
"100~200만원","운동경기장","",".3",".4",".9",".7","1",".2",
"100~200만원","당구장","",".5",".2",".4",".7","",".1",
"100~200만원","노래방","",".7",".6",".2",".4",".5",".3",
"100~200만원","학원","",".1",".2",".5",".2",".5",".1",
"100~200만원","사설문화센터","",".4",".1",".1",".3","",".7",
"100~200만원","기타실외체육시설","","","0",".1",".5",".8",".4",
"100~200만원","낚시터","",".3",".9","1.4",".5","1.2",".5",
"100~200만원","역사/문화유적지","","1.3",".5",".5","1",".7",".7",
"100~200만원","삼림욕장","",".7",".2",".2",".3",".3",".9",
"100~200만원","유원지","","1.2",".6",".2",".6",".3",".4",
"100~200만원","기타 실외공간","","3.6",".7","2.4","3.8","2.7",".4",
"100~200만원","박물관","",".3","0",".2","",".3","",
"100~200만원","전시관","",".2",".1",".1","","0","",
"100~200만원","테마파크","",".2",".1","","",".1",".1",
"100~200만원","사회복지관","",".5","1.2","1.4",".2",".5","1",
"100~200만원","해수욕장","",".1",".2",".3",".3","0","",
"100~200만원","미술관","",".1","0","","0","",".3",
"100~200만원","문예회관","",".1",".3",".6",".3","",".1",
"100~200만원","리조트","","0","0",".3","",".1","",
"100~200만원","복합 체육관","",".4",".8",".4","",".3",".1",
"100~200만원","오락장","",".1","0",".2","","","",
"100~200만원","복합문화거리","",".4",".1","",".1",".3","",
"100~200만원","문화의 집","","0",".1",".1","","",".2",
"100~200만원","평생 학습관","",".3","0",".3",".2",".3","",
"100~200만원","클럽","",".3",".2",".1","","","",
"100~200만원","식물원","","0","0","","",".1","",
"100~200만원","기념관","","0",".1",".4","",".3",".3",
"100~200만원","여성회관","",".2",".1",".8",".2",".1","",
"100~200만원","만화방","","0","0","","","0","",
"100~200만원","농어촌 복합 체육시설","","0","0",".1",".1","",".1",
"100~200만원","동물원","","0","0","0",".1","","",
"100~200만원","청소년수련관","","0","0","",".1",".1","",
"100~200만원","지방문화원","",".1","0","","","",".2",
"100~200만원","수족관","","0","0","",".1","",".2",
"100~200만원","경마/경정/경륜장","",".1","0","","","","",
"100~200만원","농산어촌체험장","","0",".1","",".2","","",
"100~200만원","스키장","","0","0","","",".1","",
"100~200만원","빙상경기장","","0","0","","","","",
"100~200만원","커피숍","","1.8","2.7","","","","",
"200~300만원","표본수","","1594","1706","1613","1405","1421","1357",
"200~300만원","아파트 내 (집주변) 공터","","11.7","8.1","13.5","15.3","19.5","16",
"200~300만원","카페","","","0","5.1","7","6.7","7.6",
"200~300만원","식당","","10.4","12.9","7.4","11.8","13","10.1",
"200~300만원","생활권 공원","","8.3","7.8","5.9","9.1","11.9","9.1",
"200~300만원","대형마트","","4.4","3.1","4.7","4.8","5.3","6.6",
"200~300만원","영화관","","4.1","6.7","7.4","3","1.5","3.6",
"200~300만원","헬스클럽","","3.1","3.7","3.1","3.2","2.3","2.2",
"200~300만원","재래시장","","3.3","3.9","3.7","4","5.4","4",
"200~300만원","쇼핑몰","","2.6","1.4","1.8","1.1","1.8","2.5",
"200~300만원","산","","4.8","3.5","3.6","3.2","3.3","3.3",
"200~300만원","기타 실내공간","","3.3","2.5",".3","3.4","3.7","2.5",
"200~300만원","마을회관","","2.1","2.5","4.1","1.3",".6","2.1",
"200~300만원","목욕탕","","3.9","3.6","4.1","3.1","1.4","3",
"200~300만원","종교시설","","3.1","4.3","3.3","4.2","1.6","2.7",
"200~300만원","도서관","","1",".8",".5",".3",".4",".8",
"200~300만원","학교시설","","1.2",".8",".7",".3",".4","1.1",
"200~300만원","PC방","","1.4","2.1","3","2","1.4",".8",
"200~300만원","미용관리실","",".3","1",".9",".9",".5","1.2",
"200~300만원","캠핑장","",".4",".5",".3",".6",".5",".5",
"200~300만원","기타실내체육시설","","","0","2.3",".7","1.2",".4",
"200~300만원","골프장","",".1",".1",".1",".1",".5",".7",
"200~300만원","주민자치센터","","1.4","1.8","1.3","1.1",".5",".8",
"200~300만원","주제공원","","1.3",".6",".9","1.1","1.1",".6",
"200~300만원","노인복지회관","","2.2","1.8","1.7",".7",".4","1.6",
"200~300만원","수영장","","1.9","1.8",".9",".6",".5","1",
"200~300만원","대형서점","",".1",".2",".7",".2",".4","1",
"200~300만원","학교운동장","","1.4","1.3",".6","1.3","1.3",".7",
"200~300만원","국민체육센터","","1.5","1.7","1.1","1.4",".2","1.2",
"200~300만원","찜질방","",".4",".7","1.3",".2",".1",".5",
"200~300만원","생활문화센터","","1.2",".8",".5",".2","",".5",
"200~300만원","공연장","","1","1.6",".1",".2",".2",".6",
"200~300만원","골프연습장","",".1",".6",".3",".4",".3",".2",
"200~300만원","운동경기장","","1.4","1.8","1.3",".6","1",".3",
"200~300만원","당구장","",".6",".4",".8","1.1",".5",".6",
"200~300만원","노래방","","1",".8","1",".4",".5",".6",
"200~300만원","학원","",".7","1",".4",".2",".5",".6",
"200~300만원","사설문화센터","",".3",".1",".4",".1",".1",".2",
"200~300만원","기타실외체육시설","","","0",".7",".8","1.6",".4",
"200~300만원","낚시터","",".7","1.3","1.3",".9",".9",".9",
"200~300만원","역사/문화유적지","",".3",".5","1","1","1",".6",
"200~300만원","삼림욕장","",".7",".2",".2",".4",".5",".5",
"200~300만원","유원지","","1.4",".8","1.1","1.3",".2",".5",
"200~300만원","기타 실외공간","","1.2",".7","2.4","2.3","2.8",".6",
"200~300만원","박물관","",".3",".5",".4",".5","",".2",
"200~300만원","전시관","",".5","0","0",".1",".1",".4",
"200~300만원","테마파크","",".3",".6",".3",".4",".5",".3",
"200~300만원","사회복지관","",".7",".5","1","1",".4",".3",
"200~300만원","해수욕장","",".5",".1",".2",".5",".2",".3",
"200~300만원","미술관","",".1",".1","",".1",".2",".2",
"200~300만원","문예회관","","0",".2",".1",".3",".1",".2",
"200~300만원","리조트","",".3",".1",".2",".1",".2",".2",
"200~300만원","복합 체육관","",".6","1.1",".3","0",".2",".1",
"200~300만원","오락장","","0","0",".3","","",".1",
"200~300만원","복합문화거리","",".2",".9",".2",".1",".1",".3",
"200~300만원","문화의 집","",".1","0","","","","",
"200~300만원","평생 학습관","",".3",".2",".4",".1","",".2",
"200~300만원","클럽","","0",".2",".1",".2","",".2",
"200~300만원","식물원","",".2",".2",".2",".2",".1",".2",
"200~300만원","기념관","","0","0",".1","","",".3",
"200~300만원","여성회관","",".4",".5",".5",".1","",".3",
"200~300만원","만화방","","0",".1","",".1",".1",".1",
"200~300만원","농어촌 복합 체육시설","","0",".2","",".2",".1",".1",
"200~300만원","동물원","",".1","0","",".1",".2",".4",
"200~300만원","청소년수련관","",".1",".1","","","","",
"200~300만원","지방문화원","",".1","0",".1",".2","",".2",
"200~300만원","수족관","","0",".1","0","","",".1",
"200~300만원","경마/경정/경륜장","","0","0","","0","0","",
"200~300만원","농산어촌체험장","",".1","0","","","","",
"200~300만원","스키장","",".2",".1","","","","",
"200~300만원","빙상경기장","","0","0","0","",".1","",
"200~300만원","커피숍","","5","4.4","","","","",
"300~400만원","표본수","","2437","2246","2184","1824","1896","1764",
"300~400만원","아파트 내 (집주변) 공터","","10","5.5","11.3","12.5","18.4","12.3",
"300~400만원","카페","","","0","5.3","7.6","8.2","10",
"300~400만원","식당","","9.9","16.2","7.7","13","11.1","13.3",
"300~400만원","생활권 공원","","7.1","7.8","5.3","8.4","10","6.4",
"300~400만원","대형마트","","4.9","4.1","7.1","6.1","6","7.1",
"300~400만원","영화관","","4.3","5","9.9","2.7","3","4.9",
"300~400만원","헬스클럽","","3.8","4.9","4.2","3.2","2.6","3.4",
"300~400만원","재래시장","","1.6","2.6","2.2","3.5","4.7","3.4",
"300~400만원","쇼핑몰","","2.8","2","3","1.8","2.8","2.4",
"300~400만원","산","","4.4","3.9","3","4.1","3.2","2.9",
"300~400만원","기타 실내공간","","2.6","3.3",".4","1.6","2.7","1.8",
"300~400만원","마을회관","",".6",".9","1.4",".8",".1",".8",
"300~400만원","목욕탕","","3.6","2.7","3","3.6","1","1.7",
"300~400만원","종교시설","","2.3","2.6","3.1","2.7","1.5","1.2",
"300~400만원","도서관","",".7","1.3","1.3",".9",".5","1.7",
"300~400만원","학교시설","","1.7",".8","1.3","1.1","1.4","1.1",
"300~400만원","PC방","","1.7","2.9","2.9","2.1","1.3",".8",
"300~400만원","미용관리실","",".5",".8","1.1",".7","1.2","1.4",
"300~400만원","캠핑장","",".8",".2",".5",".7",".6","1.1",
"300~400만원","기타실내체육시설","","","0","1.8","1.6","1","1",
"300~400만원","골프장","",".2",".3",".5",".3",".3",".6",
"300~400만원","주민자치센터","","1.5",".9","1.2",".9",".4","1.4",
"300~400만원","주제공원","","1",".8",".5",".5","1.6",".9",
"300~400만원","노인복지회관","",".5","1.3",".6",".5",".2",".3",
"300~400만원","수영장","","1.6","1.2","1.3","1",".8",".9",
"300~400만원","대형서점","",".3",".2",".7",".2",".4","1.4",
"300~400만원","학교운동장","","2.2","1.8","1.1","1.3","1.2","1.1",
"300~400만원","국민체육센터","","1.6","2.2","1",".9",".4","1",
"300~400만원","찜질방","","1.1",".5","1.4",".3",".4","1.1",
"300~400만원","생활문화센터","",".3",".5",".4",".2",".3",".9",
"300~400만원","공연장","","1",".6",".3",".2",".4",".8",
"300~400만원","골프연습장","",".8",".9",".5",".7",".6",".3",
"300~400만원","운동경기장","","2","2.1",".5","1.6","1.5",".8",
"300~400만원","당구장","","1.3","1.3","1.2",".8",".6",".3",
"300~400만원","노래방","","1","1",".6",".6",".1",".4",
"300~400만원","학원","",".7",".7",".8",".7",".9",".4",
"300~400만원","사설문화센터","",".5",".7",".4",".3",".2","1",
"300~400만원","기타실외체육시설","","","0",".3",".5",".7",".9",
"300~400만원","낚시터","",".9","1.6",".9",".8",".6",".8",
"300~400만원","역사/문화유적지","","1.3",".4","1.2","1",".5",".1",
"300~400만원","삼림욕장","",".4",".2",".4",".7",".3",".4",
"300~400만원","유원지","","1.8",".6",".3","1.3",".8",".5",
"300~400만원","기타 실외공간","","1.3",".7","1.4","3.1","1.6",".4",
"300~400만원","박물관","",".7",".2",".4",".3",".7",".8",
"300~400만원","전시관","",".2","0","",".2",".1",".4",
"300~400만원","테마파크","","1.7","1.1",".6",".2",".2",".5",
"300~400만원","사회복지관","",".3",".2",".8",".2",".3",".6",
"300~400만원","해수욕장","",".5",".1",".5","0",".3",".2",
"300~400만원","미술관","",".1","0",".1",".1",".5",".2",
"300~400만원","문예회관","","0","0",".3",".1",".1",".2",
"300~400만원","리조트","",".3",".1",".4","0",".1","",
"300~400만원","복합 체육관","","1.2","1.8",".4",".6",".4","",
"300~400만원","오락장","",".4","0",".4","",".2",".2",
"300~400만원","복합문화거리","",".2",".4",".4",".1",".1",".1",
"300~400만원","문화의 집","",".1",".1",".1","","",".4",
"300~400만원","평생 학습관","",".3",".2",".9",".2","",".4",
"300~400만원","클럽","",".2","0","0","","",".2",
"300~400만원","식물원","",".1",".1","0",".1",".1","",
"300~400만원","기념관","","0","0",".4","0","",".1",
"300~400만원","여성회관","",".2",".2",".6",".1",".1",".3",
"300~400만원","만화방","","0","0","0","",".1",".2",
"300~400만원","농어촌 복합 체육시설","",".3",".3",".1",".1","0","",
"300~400만원","동물원","",".1","0",".2",".1",".1","",
"300~400만원","청소년수련관","",".4",".1",".2","0","","",
"300~400만원","지방문화원","",".1","0","","","0",".1",
"300~400만원","수족관","","0","0","",".2",".1","",
"300~400만원","경마/경정/경륜장","",".2","0","",".1","","",
"300~400만원","농산어촌체험장","",".1","0","","0","0","",
"300~400만원","스키장","","0",".1","","","","",
"300~400만원","빙상경기장","","0","0","","0",".1","",
"300~400만원","커피숍","","5.9","6.9","","","","",
"400~500만원","표본수","","2231","2214","1785","1782","1611","1797",
"400~500만원","아파트 내 (집주변) 공터","","7","4.1","9","11.9","17.8","10.2",
"400~500만원","카페","","","0","5.2","10.2","10.4","12.9",
"400~500만원","식당","","10.2","10.4","6.2","12.5","8.9","9.2",
"400~500만원","생활권 공원","","6","5.7","5.2","8.9","10.3","5.3",
"400~500만원","대형마트","","5.9","4.8","7.7","6.2","5.7","6.8",
"400~500만원","영화관","","4.8","7.7","10.7","3.6","2.8","6.1",
"400~500만원","헬스클럽","","4.1","5.6","4.3","4","2.9","3",
"400~500만원","재래시장","","1.5","2.3","1.8","1.9","3.2","2.7",
"400~500만원","쇼핑몰","","3.2","2.4","3.3","2.5","3.3","3.3",
"400~500만원","산","","4","2.3","3.4","2.7","3.4","2.5",
"400~500만원","기타 실내공간","","3.2","1.9",".4","1.6","2.4","2.7",
"400~500만원","마을회관","",".8",".3",".5",".3",".2",".7",
"400~500만원","목욕탕","","3","1.9","2.6","1.5",".9","1.8",
"400~500만원","종교시설","","2.7","3.8","3.3","2.4","1.5","1.7",
"400~500만원","도서관","","1.3","1.4","1.2",".9","1.1","1.6",
"400~500만원","학교시설","","2.6","1.7","3.2","1.7","1.4","2.1",
"400~500만원","PC방","","2.7","3","2.2","2.3","1.8","1.9",
"400~500만원","미용관리실","",".5",".8","1.1",".8",".5","1.3",
"400~500만원","캠핑장","",".7","1",".5",".7","1.1","1.3",
"400~500만원","기타실내체육시설","","","0","1.4","1.5","1.8","1.3",
"400~500만원","골프장","",".5",".4",".5",".2",".8",".9",
"400~500만원","주민자치센터","","1.2","1.7","1.5",".2",".3",".8",
"400~500만원","주제공원","",".4",".7",".3",".8","1.5",".6",
"400~500만원","노인복지회관","",".3",".9",".4",".2",".4",".1",
"400~500만원","수영장","","1.9","2","1",".8",".9","1.1",
"400~500만원","대형서점","",".1",".2",".6","0",".2","1.1",
"400~500만원","학교운동장","","2.5","1.7","1.1","1.5",".8","1.4",
"400~500만원","국민체육센터","","1.6","2.3","1.2",".9",".5","1",
"400~500만원","찜질방","",".8","1","1.8",".6",".3","1.1",
"400~500만원","생활문화센터","",".4",".9",".8",".2",".2",".6",
"400~500만원","공연장","",".9","2.3",".3",".4",".3",".7",
"400~500만원","골프연습장","","1","1.3",".2",".9",".9",".5",
"400~500만원","운동경기장","","2.7","2.8","1.6","1.4","1.2",".9",
"400~500만원","당구장","","1","1.3","1.4",".8",".4",".8",
"400~500만원","노래방","","1.2",".7","1.5","1",".3",".6",
"400~500만원","학원","",".9","2.4",".9",".7",".7","1",
"400~500만원","사설문화센터","",".7","1.1",".3",".3",".1","1.2",
"400~500만원","기타실외체육시설","","","0",".4",".8",".8",".2",
"400~500만원","낚시터","","1","1.1",".9",".5",".6",".4",
"400~500만원","역사/문화유적지","","1",".7","1.1","1.5",".4",".5",
"400~500만원","삼림욕장","",".6",".3",".2",".1",".5",".5",
"400~500만원","유원지","","1.2",".7",".9","1.5",".8",".9",
"400~500만원","기타 실외공간","","1.1",".5","1.8","2.1","1.9",".7",
"400~500만원","박물관","",".5",".5",".6",".4",".6",".3",
"400~500만원","전시관","",".1",".1",".3",".1",".2",".4",
"400~500만원","테마파크","","1.1",".3",".2",".4",".3",".3",
"400~500만원","사회복지관","",".3",".3",".6",".1",".3","",
"400~500만원","해수욕장","",".5",".1",".8",".8",".2",".4",
"400~500만원","미술관","",".1",".3","",".1",".3",".4",
"400~500만원","문예회관","",".2",".3","0",".2",".2",".4",
"400~500만원","리조트","","0",".1",".2","","0",".3",
"400~500만원","복합 체육관","","1.3","1.8",".6",".4",".4",".3",
"400~500만원","오락장","",".1",".1",".1","",".2","",
"400~500만원","복합문화거리","",".8",".8",".6",".7",".4",".2",
"400~500만원","문화의 집","",".1",".1","0","",".1",".2",
"400~500만원","평생 학습관","",".1",".3",".4",".2",".1","",
"400~500만원","클럽","",".1",".1","","","",".1",
"400~500만원","식물원","","0","0",".2",".1",".1",".3",
"400~500만원","기념관","",".3","0",".2","",".1",".1",
"400~500만원","여성회관","",".4",".2",".4",".1",".1","",
"400~500만원","만화방","",".2",".1","0","","","",
"400~500만원","농어촌 복합 체육시설","",".1",".1",".1",".1","",".1",
"400~500만원","동물원","","0","0","0",".1",".2","",
"400~500만원","청소년수련관","",".1",".5",".1",".1","",".1",
"400~500만원","지방문화원","","0",".1","","","","",
"400~500만원","수족관","",".1","0","",".2",".1","",
"400~500만원","경마/경정/경륜장","",".1","0",".1","","","",
"400~500만원","농산어촌체험장","",".1","0",".1","","0",".1",
"400~500만원","스키장","","0","0",".1",".1","","",
"400~500만원","빙상경기장","","0","0","",".1","","",
"400~500만원","커피숍","","6.2","6","","","","",
"500~600만원","표본수","","1356","1405","1394","1407","1380","1532",
"500~600만원","아파트 내 (집주변) 공터","","5.1","5.4","8.8","10.8","16.1","10",
"500~600만원","카페","","","0","7.9","10.5","13.2","16.8",
"500~600만원","식당","","11.4","10.8","9.2","11.2","9.5","9.3",
"500~600만원","생활권 공원","","5.4","5.2","5.1","8.3","10.3","4.8",
"500~600만원","대형마트","","4.3","3.9","5.4","5.2","5","5.4",
"500~600만원","영화관","","6.6","9.7","12.1","3","1.9","5",
"500~600만원","헬스클럽","","4.5","6","5.1","5.5","3.8","4.5",
"500~600만원","재래시장","","1.3",".8","1.7","2.4","2.5","1.4",
"500~600만원","쇼핑몰","","2.5","2.5","2.8","3.1","3.2","3.7",
"500~600만원","산","","3.9","3.6","2.7","3.4","5.1","2.1",
"500~600만원","기타 실내공간","","3.6","1.1",".3","1.1","2.9","2.6",
"500~600만원","마을회관","",".2",".3",".4",".1",".2",".2",
"500~600만원","목욕탕","","2.8","2.2","1.8","1.1",".2","1.5",
"500~600만원","종교시설","","2.8","2.8","2.6","2.3",".7","1.1",
"500~600만원","도서관","",".5",".6","2",".6",".7","1.9",
"500~600만원","학교시설","","2","2.8","1.2","1.6",".5","2",
"500~600만원","PC방","","1.7","4.1","1.9","3.1","2.2","2.5",
"500~600만원","미용관리실","",".9",".8","1.4",".9",".8","1.3",
"500~600만원","캠핑장","","1.3",".6",".4",".7","1.2","1.7",
"500~600만원","기타실내체육시설","","","0","1.7","1.6","1.5","1.2",
"500~600만원","골프장","",".1",".6",".6",".6",".7","1.4",
"500~600만원","주민자치센터","","1.2",".6","1.1",".3",".2",".4",
"500~600만원","주제공원","","1","1.2","1","1.6","1.2","1.6",
"500~600만원","노인복지회관","",".3",".7",".6",".5","",".1",
"500~600만원","수영장","","1.6","1.8","1","1.1",".8",".9",
"500~600만원","대형서점","",".3","0",".2",".2",".3","1",
"500~600만원","학교운동장","","1.7","2.6","1.4",".9","1.4",".7",
"500~600만원","국민체육센터","","2.1","2.8","1.8","1",".3",".7",
"500~600만원","찜질방","","1.4",".6",".8",".2",".7",".9",
"500~600만원","생활문화센터","",".6",".4",".3",".2","",".7",
"500~600만원","공연장","",".4","3",".2",".3",".1",".6",
"500~600만원","골프연습장","","1.6",".7",".2","1.1","1.5",".8",
"500~600만원","운동경기장","","2.2","2.6","1.9","1.9","1",".6",
"500~600만원","당구장","","1.1","1","1.3",".8",".3",".9",
"500~600만원","노래방","",".5","1.4",".9",".7",".7","1",
"500~600만원","학원","",".6","1.5",".3",".9","1.2",".6",
"500~600만원","사설문화센터","",".6",".1",".3",".3",".3",".4",
"500~600만원","기타실외체육시설","","","0",".2",".7",".7",".8",
"500~600만원","낚시터","",".9",".8","1",".6",".6",".6",
"500~600만원","역사/문화유적지","","1.2",".5","1.1","1.6",".7",".6",
"500~600만원","삼림욕장","",".3",".2",".3",".3",".7",".4",
"500~600만원","유원지","","1.5",".6","1.1","1.6",".8",".2",
"500~600만원","기타 실외공간","",".6",".6","1.7","1.3","1.5",".4",
"500~600만원","박물관","",".5",".4",".7",".8",".1",".5",
"500~600만원","전시관","",".2","0",".3",".3",".4",".4",
"500~600만원","테마파크","","1.1",".4",".4",".6",".2",".5",
"500~600만원","사회복지관","","0",".2",".3",".1",".2",".1",
"500~600만원","해수욕장","",".8",".4",".5",".3",".5",".7",
"500~600만원","미술관","",".1","0",".1",".1",".2",".1",
"500~600만원","문예회관","",".4",".1",".3",".2","",".3",
"500~600만원","리조트","",".2","0",".6",".1",".1",".5",
"500~600만원","복합 체육관","","1.2","2",".5",".5",".2",".1",
"500~600만원","오락장","",".1",".1",".4",".1",".1",".5",
"500~600만원","복합문화거리","","1.3","1.7","1.3",".3",".1",".2",
"500~600만원","문화의 집","","0",".1","",".1","","",
"500~600만원","평생 학습관","",".4",".1",".3",".1","0",".2",
"500~600만원","클럽","",".4",".1",".2","","",".1",
"500~600만원","식물원","",".1","0","",".1",".2","",
"500~600만원","기념관","","0","0",".1","","","",
"500~600만원","여성회관","",".5","0",".1",".1","","",
"500~600만원","만화방","","0",".2","",".2",".3","",
"500~600만원","농어촌 복합 체육시설","","0",".2",".1","","","",
"500~600만원","동물원","","0","0","",".4",".1",".1",
"500~600만원","청소년수련관","",".3",".3",".2",".1","",".2",
"500~600만원","지방문화원","","0",".1","","","","",
"500~600만원","수족관","",".2","0","",".1","","",
"500~600만원","경마/경정/경륜장","",".1","0","","","","",
"500~600만원","농산어촌체험장","",".3","0","","","0","",
"500~600만원","스키장","","0","0","","","","",
"500~600만원","빙상경기장","","0",".2","","","","",
"500~600만원","커피숍","","8.7","5.7","","","","",
"600만원 이상","표본수","","1048","999","1216","1767","1730","1674",
"600만원 이상","아파트 내 (집주변) 공터","","4.6","4.2","6.4","8.4","14.9","10.6",
"600만원 이상","카페","","","0","8.6","10.8","12.9","14.7",
"600만원 이상","식당","","7.6","10.1","7.5","9.5","9.7","9.4",
"600만원 이상","생활권 공원","","5","6.1","3.6","8.6","8.3","4.2",
"600만원 이상","대형마트","","3.2","3.9","3.9","4.3","6","4.8",
"600만원 이상","영화관","","5","8.9","11.1","4.2","2.4","5.4",
"600만원 이상","헬스클럽","","5.2","8","6.7","6.4","3.8","5.3",
"600만원 이상","재래시장","","1.6","1.3","1.6","1.8","1.9","1",
"600만원 이상","쇼핑몰","","4.3","2.6","4","3.7","2.3","3.1",
"600만원 이상","산","","2.9","5.5","2.7","2.6","3.6","3",
"600만원 이상","기타 실내공간","","3.5","1.3",".1","1.2","2.7","2.2",
"600만원 이상","마을회관","",".1",".2",".5",".5",".2",".7",
"600만원 이상","목욕탕","","2.5","1.4","3.6","1.6",".7","1.7",
"600만원 이상","종교시설","","2","1.8","3.9","1.9","1.2","1.2",
"600만원 이상","도서관","","1.2",".8","1.2","1",".8","1.4",
"600만원 이상","학교시설","","2","1.5",".8","1",".8","1.5",
"600만원 이상","PC방","","2.4","3.3","1.7","2.3","1.9","1.3",
"600만원 이상","미용관리실","",".5",".7","1.4","1.6",".5","1.4",
"600만원 이상","캠핑장","","1.3",".4",".7","1.3","1","1.6",
"600만원 이상","기타실내체육시설","","","0","2.7","2","1.6","1.6",
"600만원 이상","골프장","","1.7","2","1.3","1.9","1.7","1.9",
"600만원 이상","주민자치센터","",".9",".4","1.9",".3",".2",".8",
"600만원 이상","주제공원","",".6",".3",".4","1.2","1.5","1.2",
"600만원 이상","노인복지회관","",".9",".9",".5","",".3",".5",
"600만원 이상","수영장","","2.1","2","1.3","1.3","1","1.1",
"600만원 이상","대형서점","",".6",".7",".2",".2",".3",".8",
"600만원 이상","학교운동장","","1.1","1.4","1.8","1","1",".5",
"600만원 이상","국민체육센터","","1.9","2","1.8","1.4",".7",".9",
"600만원 이상","찜질방","",".9",".3","1.6",".7",".4",".5",
"600만원 이상","생활문화센터","",".3",".3","1",".4","","1.1",
"600만원 이상","공연장","","1","1.1",".5",".5",".5",".9",
"600만원 이상","골프연습장","","3.4","2.1","1.4","1.5","1.5","1.9",
"600만원 이상","운동경기장","","2.2","2.8","1.5","1.5","1.9","1",
"600만원 이상","당구장","","1.4",".6",".4",".5",".4",".7",
"600만원 이상","노래방","",".5","1.8",".5","1.1",".3",".6",
"600만원 이상","학원","","2.2","2.2",".4","1","1.1",".7",
"600만원 이상","사설문화센터","","1.3",".4",".2",".5",".5",".2",
"600만원 이상","기타실외체육시설","","","0",".4",".6",".9",".6",
"600만원 이상","낚시터","",".6",".8",".9",".7",".7",".4",
"600만원 이상","역사/문화유적지","","1",".8",".6","1.3","1.1",".7",
"600만원 이상","삼림욕장","",".4",".4",".2",".6",".7",".7",
"600만원 이상","유원지","","1.4",".2",".4","1.1","1",".5",
